age_group,club_member_status,fashion_news_frequency,product_group_name,price,clusters
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Adult,ACTIVE,Regularly,Garment Upper body,63.87,0
Young Adult,ACTIVE,Regularly,Underwear,186.75,3
Adult,ACTIVE,Regularly,Garment Lower body,197.21,0
Young Adult,ACTIVE,Regularly,Garment Full body,448.19,3
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Adult,ACTIVE,NONE,Garment Lower body,186.75,4
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Adult,ACTIVE,NONE,Accessories,77.68,4
Young Adult,ACTIVE,Regularly,Swimwear,218.12,3
Adult,ACTIVE,Regularly,Garment Lower body,291.33,0
Young Adult,ACTIVE,NONE,Garment Lower body,71.72,1
Young Adult,ACTIVE,Regularly,Accessories,45.57,3
Young Adult,ACTIVE,Regularly,Garment Upper body,657.34,3
Young Adult,ACTIVE,Regularly,Underwear,305.86,3
Adult,ACTIVE,Regularly,Garment Upper body,325.73,0
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Young Adult,ACTIVE,Regularly,Accessories,92.63,3
Elderly,ACTIVE,NONE,Garment Lower body,448.19,4
Adult,ACTIVE,Regularly,Underwear,134.46,0
Young Adult,PRE-CREATE,NONE,Nightwear,291.33,2
Young Adult,ACTIVE,NONE,Socks & Tights,134.46,1
Young Adult,ACTIVE,NONE,Garment Full body,291.33,1
Young Adult,ACTIVE,NONE,Garment Upper body,218.12,1
Young Adult,ACTIVE,NONE,Garment Full body,239.04,1
Adult,ACTIVE,Regularly,Garment Upper body,218.12,0
Young Adult,ACTIVE,NONE,Garment Full body,291.33,1
Young Adult,ACTIVE,Regularly,Garment Lower body,448.19,3
Young Adult,ACTIVE,Regularly,Garment Lower body,113.55,3
Adult,ACTIVE,NONE,Garment Upper body,101.52,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Swimwear,218.12,1
Adult,ACTIVE,Regularly,Garment Lower body,127.35,0
Adult,PRE-CREATE,NONE,Shoes,165.83,2
Young Adult,ACTIVE,NONE,Swimwear,92.63,1
Elderly,ACTIVE,Regularly,Garment Lower body,208.5,0
Young Adult,ACTIVE,NONE,Garment Upper body,144.92,1
Young Adult,ACTIVE,NONE,Garment Upper body,171.06,1
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,NONE,Garment Lower body,218.12,1
Young Adult,ACTIVE,NONE,Swimwear,163.22,1
Young Adult,ACTIVE,NONE,Accessories,130.07,1
Young Adult,ACTIVE,NONE,Nightwear,239.04,1
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,ACTIVE,Regularly,Garment Full body,239.04,3
Adult,ACTIVE,NONE,Garment Upper body,164.37,4
Adult,PRE-CREATE,NONE,Garment Upper body,239.04,2
Young Adult,ACTIVE,NONE,Swimwear,82.17,1
Adult,ACTIVE,Regularly,Accessories,197.21,0
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,531.85,1
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Elderly,ACTIVE,Regularly,Garment Lower body,343.61,0
Adult,ACTIVE,NONE,Garment Lower body,128.61,4
Adult,ACTIVE,NONE,Underwear,35.11,4
Young Adult,ACTIVE,Regularly,Socks & Tights,113.55,3
Adult,ACTIVE,NONE,Swimwear,165.83,4
Young Adult,ACTIVE,NONE,Underwear,92.63,1
Young Adult,ACTIVE,NONE,Accessories,134.46,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Adult,ACTIVE,NONE,Garment Lower body,312.24,4
Adult,ACTIVE,Regularly,Garment Lower body,218.12,0
Young Adult,ACTIVE,Regularly,Garment Upper body,190.31,3
Young Adult,ACTIVE,NONE,Garment Upper body,75.38,1
Adult,ACTIVE,NONE,Garment Lower body,291.33,4
Adult,ACTIVE,NONE,Shoes,71.72,4
Young Adult,ACTIVE,NONE,Underwear,239.04,1
Adult,ACTIVE,NONE,Garment Lower body,291.33,4
Adult,ACTIVE,Regularly,Accessories,134.46,0
Young Adult,ACTIVE,NONE,Unknown,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,199.3,1
Adult,ACTIVE,NONE,Garment Upper body,343.61,4
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,NONE,Underwear,291.33,1
Young Adult,ACTIVE,Regularly,Garment Full body,267.59,3
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,Regularly,Garment Full body,165.83,3
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Adult,ACTIVE,NONE,Underwear,183.3,4
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,Regularly,Garment Full body,134.46,3
Adult,ACTIVE,Regularly,Garment Upper body,50.8,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,761.92,1
Adult,ACTIVE,Regularly,Garment Upper body,448.19,0
Adult,ACTIVE,NONE,Garment Full body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Lower body,130.28,3
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Adult,ACTIVE,Regularly,Garment Full body,144.92,0
Adult,ACTIVE,Regularly,Garment Full body,113.55,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,NONE,Garment Lower body,103.09,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,284.01,1
Elderly,ACTIVE,NONE,Garment Full body,218.12,4
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Elderly,ACTIVE,Regularly,Garment Upper body,165.83,0
Young Adult,ACTIVE,NONE,Garment Full body,233.39,1
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,56.55,1
Young Adult,ACTIVE,NONE,Garment Full body,552.77,1
Young Adult,ACTIVE,NONE,Accessories,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,197.21,1
Young Adult,ACTIVE,NONE,Garment Lower body,165.83,1
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Adult,ACTIVE,NONE,Garment Upper body,225.13,4
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Adult,ACTIVE,NONE,Swimwear,218.12,4
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Elderly,ACTIVE,Regularly,Swimwear,171.06,0
Young Adult,ACTIVE,Regularly,Garment Lower body,148.89,3
Adult,ACTIVE,Regularly,Swimwear,129.86,0
Young Adult,ACTIVE,Regularly,Garment Full body,124,3
Adult,ACTIVE,NONE,Garment Upper body,343.61,4
Young Adult,ACTIVE,NONE,Swimwear,218.12,1
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,Regularly,Garment Full body,343.61,3
Elderly,ACTIVE,NONE,Garment Upper body,165.83,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Full body,197.21,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Adult,ACTIVE,Regularly,Garment Lower body,72.97,0
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,NONE,Garment Upper body,227.12,1
Young Adult,ACTIVE,Regularly,Garment Upper body,56.24,3
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Adult,ACTIVE,NONE,Underwear,239.04,4
Young Adult,ACTIVE,NONE,Swimwear,199.3,1
Adult,ACTIVE,Regularly,Garment Full body,113.55,0
Young Adult,ACTIVE,Regularly,Accessories,61.26,3
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,Regularly,Garment Upper body,113.55,0
Young Adult,ACTIVE,Regularly,Garment Lower body,160.61,3
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Adult,ACTIVE,NONE,Garment Lower body,265.18,4
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Elderly,ACTIVE,NONE,Swimwear,186.75,4
Young Adult,ACTIVE,Regularly,Socks & Tights,51.85,3
Young Adult,ACTIVE,NONE,Accessories,71.72,1
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,NONE,Garment Full body,343.61,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,PRE-CREATE,NONE,Underwear,134.46,2
Elderly,ACTIVE,NONE,Garment Full body,343.61,4
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Elderly,ACTIVE,Regularly,Swimwear,343.61,0
Young Adult,ACTIVE,Regularly,Garment Upper body,185.29,3
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Adult,ACTIVE,NONE,Swimwear,50.8,4
Young Adult,ACTIVE,NONE,Garment Upper body,354.07,1
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Adult,ACTIVE,Regularly,Garment Upper body,155.38,0
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Full body,239.04,1
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,206.31,1
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Adult,ACTIVE,Regularly,Garment Upper body,318.52,0
Young Adult,ACTIVE,NONE,Garment Upper body,127.04,1
Elderly,ACTIVE,Regularly,Garment Upper body,113.55,0
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Elderly,ACTIVE,NONE,Underwear,165.83,4
Young Adult,ACTIVE,Regularly,Accessories,252.11,3
Young Adult,ACTIVE,Regularly,Garment Full body,343.61,3
Elderly,ACTIVE,Regularly,Garment Upper body,92.63,0
Young Adult,ACTIVE,Regularly,Garment Lower body,186.75,3
Adult,ACTIVE,Regularly,Garment Upper body,152.24,0
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Garment Full body,82.17,3
Adult,PRE-CREATE,NONE,Garment Lower body,134.46,2
Adult,ACTIVE,NONE,Garment Upper body,145.34,4
Elderly,ACTIVE,NONE,Garment Upper body,124,4
Adult,ACTIVE,NONE,Swimwear,171.06,4
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Elderly,ACTIVE,NONE,Garment Lower body,291.33,4
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Adult,ACTIVE,NONE,Garment Full body,239.04,4
Young Adult,ACTIVE,NONE,Garment Lower body,230.04,1
Adult,ACTIVE,Regularly,Socks & Tights,134.46,0
Young Adult,ACTIVE,Regularly,Garment Upper body,58.12,3
Adult,ACTIVE,NONE,Shoes,71.72,4
Young Adult,ACTIVE,Regularly,Garment Full body,180.16,3
Young Adult,ACTIVE,Regularly,Garment Upper body,61.26,3
Adult,ACTIVE,Regularly,Garment Full body,395.9,0
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Adult,ACTIVE,NONE,Garment Full body,204.74,4
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Young Adult,ACTIVE,NONE,Accessories,197.21,1
Adult,ACTIVE,Regularly,Garment Lower body,113.55,0
Adult,ACTIVE,Regularly,Garment Full body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Upper body,77.47,3
Young Adult,ACTIVE,Regularly,Garment Lower body,291.33,3
Young Adult,ACTIVE,Regularly,Garment Upper body,395.9,3
Adult,ACTIVE,Regularly,Garment Upper body,197.21,0
Adult,ACTIVE,NONE,Garment Lower body,165.83,4
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,Regularly,Underwear,113.55,3
Young Adult,ACTIVE,NONE,Underwear,92.63,1
Adult,ACTIVE,Regularly,Garment Upper body,343.61,0
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,Regularly,Garment Upper body,124,0
Young Adult,ACTIVE,NONE,Garment Lower body,82.17,1
Elderly,ACTIVE,NONE,Swimwear,186.75,4
Young Adult,ACTIVE,NONE,Accessories,186.75,1
Elderly,ACTIVE,Regularly,Accessories,82.17,0
Young Adult,ACTIVE,Regularly,Swimwear,218.12,3
Young Adult,ACTIVE,Regularly,Socks & Tights,113.55,3
Young Adult,ACTIVE,Regularly,Garment Full body,186.75,3
Young Adult,ACTIVE,NONE,Garment Full body,103.09,1
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,448.19,1
Adult,ACTIVE,Regularly,Garment Lower body,331.07,0
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Young Adult,ACTIVE,NONE,Garment Full body,448.19,1
Elderly,ACTIVE,Regularly,Underwear,134.46,0
Adult,ACTIVE,Regularly,Garment Lower body,155.38,0
Young Adult,ACTIVE,Regularly,Garment Upper body,92.63,3
Young Adult,ACTIVE,NONE,Socks & Tights,124,1
Young Adult,ACTIVE,Regularly,Garment Lower body,132.89,3
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,NO MEMBERSHIP,NONE,Swimwear,218.12,2
Teenager,PRE-CREATE,NONE,Garment Lower body,239.04,2
Adult,ACTIVE,NONE,Underwear,218.12,4
Adult,ACTIVE,Regularly,Garment Lower body,291.33,0
Young Adult,ACTIVE,NONE,Garment Upper body,218.12,1
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Adult,ACTIVE,Regularly,Garment Upper body,101,0
Young Adult,ACTIVE,Regularly,Garment Upper body,233.5,3
Elderly,ACTIVE,NONE,Accessories,76.94,4
Young Adult,ACTIVE,NONE,Underwear,280.87,1
Teenager,ACTIVE,Regularly,Underwear,131.85,0
Adult,ACTIVE,Regularly,Garment Lower body,71.72,0
Young Adult,ACTIVE,Regularly,Garment Full body,761.92,3
Adult,ACTIVE,Regularly,Socks & Tights,113.55,0
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,NONE,Garment Lower body,406.36,1
Young Adult,ACTIVE,NONE,Garment Upper body,67.53,1
Young Adult,ACTIVE,Regularly,Garment Upper body,657.34,3
Adult,ACTIVE,Regularly,Garment Upper body,124,0
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Upper body,105.18,3
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,531.85,1
Young Adult,ACTIVE,NONE,Underwear,239.04,1
Adult,ACTIVE,Regularly,Accessories,103.09,0
Adult,ACTIVE,NONE,Accessories,113.55,4
Elderly,ACTIVE,NONE,Swimwear,186.75,4
Adult,ACTIVE,Regularly,Garment Upper body,343.61,0
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Young Adult,NO MEMBERSHIP,Regularly,Underwear,291.33,2
Adult,ACTIVE,Regularly,Garment Upper body,92.11,0
Young Adult,ACTIVE,NONE,Garment Upper body,40.34,1
Young Adult,ACTIVE,NONE,Accessories,152.24,1
Adult,ACTIVE,Regularly,Nightwear,147.53,0
Adult,ACTIVE,Regularly,Garment Upper body,133.21,0
Young Adult,ACTIVE,NONE,Garment Upper body,133.52,1
Adult,ACTIVE,Regularly,Socks & Tights,96.81,0
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,NONE,Accessories,82.17,1
Adult,ACTIVE,NONE,Garment Full body,113.55,4
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Garment Lower body,218.12,3
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Lower body,207.67,1
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Young Adult,ACTIVE,Regularly,Nightwear,221.57,3
Adult,ACTIVE,Regularly,Garment Full body,239.04,0
Young Adult,ACTIVE,NONE,Garment Full body,291.33,1
Elderly,ACTIVE,Regularly,Underwear,127.56,0
Adult,ACTIVE,NONE,Garment Upper body,113.55,4
Young Adult,ACTIVE,Regularly,Underwear,134.46,3
Adult,ACTIVE,NONE,Garment Full body,218.12,4
Young Adult,ACTIVE,NONE,Garment Upper body,81.23,1
Young Adult,ACTIVE,Regularly,Garment Upper body,97.13,3
Young Adult,ACTIVE,NONE,Swimwear,199.3,1
Young Adult,ACTIVE,Regularly,Underwear,91.69,3
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Adult,ACTIVE,NONE,Garment Lower body,144.92,4
Adult,ACTIVE,NONE,Garment Upper body,405.31,4
Adult,ACTIVE,Regularly,Garment Upper body,312.24,0
Young Adult,ACTIVE,NONE,Garment Lower body,255.88,1
Adult,ACTIVE,NONE,Underwear,180.48,4
Elderly,ACTIVE,NONE,Garment Upper body,163.22,4
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,Regularly,Garment Lower body,113.55,0
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Full body,76.94,3
Adult,ACTIVE,Regularly,Garment Full body,265.18,0
Young Adult,ACTIVE,NONE,Garment Full body,448.19,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Adult,ACTIVE,Regularly,Garment Upper body,343.61,0
Adult,ACTIVE,NONE,Garment Full body,103.09,4
Elderly,ACTIVE,Regularly,Garment Upper body,124,0
Young Adult,ACTIVE,NONE,Garment Lower body,448.19,1
Young Adult,ACTIVE,Regularly,Garment Upper body,76.94,3
Young Adult,ACTIVE,NONE,Garment Lower body,249.5,1
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,Regularly,Swimwear,218.12,3
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Adult,ACTIVE,Regularly,Accessories,103.09,0
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Upper body,86.36,3
Young Adult,ACTIVE,Regularly,Garment Upper body,395.9,3
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,Regularly,Garment Upper body,218.12,3
Young Adult,ACTIVE,NONE,Garment Full body,113.55,1
Young Adult,ACTIVE,NONE,Underwear,92.63,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,Regularly,Socks & Tights,113.55,3
Young Adult,ACTIVE,Regularly,Accessories,113.55,3
Adult,ACTIVE,Regularly,Socks & Tights,71.72,0
Young Adult,ACTIVE,Regularly,Garment Full body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,199.3,1
Young Adult,ACTIVE,Regularly,Garment Upper body,92.63,3
Young Adult,ACTIVE,Regularly,Garment Upper body,121.6,3
Young Adult,ACTIVE,NONE,Accessories,103.09,1
Young Adult,ACTIVE,Regularly,Garment Upper body,71.72,3
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,NONE,Garment Lower body,448.19,1
Young Adult,ACTIVE,Regularly,Swimwear,218.12,3
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,Regularly,Underwear,134.46,0
Adult,ACTIVE,NONE,Garment Lower body,197.21,4
Young Adult,ACTIVE,NONE,Socks & Tights,50.8,1
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Garment Lower body,177.97,3
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Elderly,ACTIVE,NONE,Garment Upper body,134.46,4
Adult,ACTIVE,Regularly,Garment Full body,291.33,0
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,PRE-CREATE,NONE,Underwear,186.75,2
Adult,ACTIVE,Regularly,Garment Lower body,291.33,0
Adult,ACTIVE,Regularly,Swimwear,186.75,0
Young Adult,ACTIVE,Regularly,Garment Lower body,183.3,3
Young Adult,ACTIVE,NONE,Garment Upper body,176.29,1
Young Adult,ACTIVE,Regularly,Garment Upper body,71.72,3
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Elderly,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Elderly,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,NONE,Garment Upper body,782.84,1
Adult,ACTIVE,NONE,Garment Upper body,448.19,4
Young Adult,ACTIVE,NONE,Swimwear,165.83,1
Young Adult,ACTIVE,NONE,Underwear,228.58,1
Young Adult,ACTIVE,Regularly,Accessories,134.46,3
Young Adult,ACTIVE,Regularly,Garment Lower body,427.28,3
Elderly,ACTIVE,NONE,Garment Lower body,448.19,4
Young Adult,ACTIVE,NONE,Swimwear,111.46,1
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,NONE,Accessories,103.09,1
Adult,ACTIVE,NONE,Garment Lower body,252.11,4
Young Adult,ACTIVE,NONE,Garment Upper body,122.54,1
Young Adult,ACTIVE,NONE,Garment Upper body,213.21,1
Young Adult,ACTIVE,NONE,Garment Upper body,322.7,1
Young Adult,ACTIVE,Regularly,Garment Upper body,152.24,3
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Young Adult,ACTIVE,Regularly,Accessories,165.83,3
Young Adult,ACTIVE,NONE,Underwear,165.83,1
Young Adult,ACTIVE,Regularly,Garment Full body,197.21,3
Young Adult,ACTIVE,Regularly,Accessories,155.38,3
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Teenager,ACTIVE,NONE,Swimwear,291.33,0
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Adult,ACTIVE,Regularly,Garment Full body,218.12,0
Young Adult,ACTIVE,NONE,Garment Upper body,103.09,1
Young Adult,ACTIVE,NONE,Unknown,171.06,1
Adult,ACTIVE,NONE,Garment Upper body,92.63,4
Young Adult,ACTIVE,Regularly,Garment Upper body,71.72,3
Adult,ACTIVE,NONE,Garment Full body,282.65,4
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,Regularly,Accessories,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Adult,ACTIVE,NONE,Swimwear,186.75,4
Elderly,ACTIVE,Regularly,Socks & Tights,96.81,0
Adult,ACTIVE,NONE,Garment Lower body,207.67,4
Adult,ACTIVE,NONE,Accessories,92.63,4
Adult,ACTIVE,NONE,Garment Lower body,218.12,4
Elderly,ACTIVE,NONE,Swimwear,155.38,4
Elderly,ACTIVE,Regularly,Shoes,186.75,0
Young Adult,ACTIVE,Regularly,Accessories,87.19,3
Young Adult,ACTIVE,Regularly,Garment Upper body,124,3
Young Adult,ACTIVE,Regularly,Accessories,76.21,3
Adult,ACTIVE,Regularly,Garment Lower body,291.33,0
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Adult,PRE-CREATE,NONE,Garment Upper body,134.46,2
Young Adult,ACTIVE,Regularly,Accessories,218.12,3
Adult,ACTIVE,Regularly,Garment Lower body,343.61,0
Young Adult,ACTIVE,NONE,Garment Lower body,229.42,1
Teenager,ACTIVE,NONE,Garment Lower body,171.06,0
Adult,ACTIVE,Regularly,Garment Lower body,218.12,0
Adult,ACTIVE,Regularly,Garment Upper body,118.78,0
Adult,ACTIVE,Regularly,Garment Upper body,197.31,0
Young Adult,ACTIVE,NONE,Garment Upper body,107.38,1
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,NONE,Garment Full body,239.04,1
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Full body,134.46,3
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Adult,ACTIVE,Regularly,Garment Lower body,343.61,0
Young Adult,ACTIVE,Regularly,Garment Lower body,61.26,3
Young Adult,ACTIVE,NONE,Swimwear,239.04,1
Young Adult,ACTIVE,Regularly,Underwear,225.97,3
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Young Adult,ACTIVE,Regularly,Swimwear,165.83,3
Young Adult,ACTIVE,NONE,Garment Lower body,306.49,1
Young Adult,ACTIVE,NONE,Garment Upper body,145.44,1
Adult,ACTIVE,Regularly,Swimwear,92.63,0
Young Adult,ACTIVE,NONE,Garment Lower body,236.01,1
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Young Adult,ACTIVE,Regularly,Nightwear,84.79,3
Young Adult,ACTIVE,Regularly,Garment Upper body,291.33,3
Young Adult,ACTIVE,NONE,Underwear,179.53,1
Young Adult,ACTIVE,Regularly,Socks & Tights,113.55,3
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Adult,ACTIVE,NONE,Garment Upper body,252.11,4
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Young Adult,ACTIVE,Regularly,Garment Lower body,147.53,3
Teenager,ACTIVE,NONE,Garment Upper body,218.12,0
Adult,ACTIVE,NONE,Garment Upper body,231.4,4
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,NONE,Swimwear,100.37,1
Adult,ACTIVE,Regularly,Garment Full body,291.33,0
Adult,ACTIVE,NONE,Garment Upper body,448.19,4
Elderly,ACTIVE,Regularly,Garment Upper body,144.92,0
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Underwear,189.89,1
Adult,ACTIVE,NONE,Garment Lower body,296.56,4
Adult,ACTIVE,NONE,Underwear,165.83,4
Young Adult,ACTIVE,NONE,Garment Upper body,395.9,1
Adult,ACTIVE,Regularly,Garment Upper body,124,0
Adult,ACTIVE,Regularly,Unknown,186.75,0
