t_dat,customer_id,article_id,price,sales_channel_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,year,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
2019-04-06,dcf855489d15318f2a0d7faa4c9924f83ada6214eec6df30a05ec454d5a7ee8f,748566002,291.33,1,1.0,1.0,ACTIVE,Regularly,31.0,12342c36d9c3527b3127502508bde526b3ab59df1afef93941c858a2e635c9fd,2019,748566,SARGASSO HW ankle tights,273,Leggings/Tights,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted, ankle-length sports tights in fast-drying functional fabric. Wide panel to hold in and shape the waist containing a concealed key pocket. Sculpting seams at the back that showcase the body’s physique."
2019-02-05,d3616ef485b78c50b7d9c3a229d22df56340737ba84858d8add4b2f814dad934,517931007,165.83,2,1.0,1.0,ACTIVE,Regularly,31.0,4120976aee1d120452f906a2d1b475059b04d6d464f64c4f0c5401f5e690e8ea,2019,517931,Angela M-gown (J),305,Robe,Underwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist."
2019-05-02,5840d651a26936dafdd71e323aec5c8c7fd56cfc2efb416638b4d90071ba766b,663662001,186.75,2,1.0,1.0,ACTIVE,Regularly,56.0,bfc974828fd1dd291dddb05df6db48d521b5f016a15973b044879c48b96ebbf7,2019,663662,Emily brief plus,286,Underwear bottom,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Sturdy microfibre briefs that hold in and shape the waist with a lined gusset and wide lace trims at the sides.
2019-03-17,13b59728c28290f9639bcd3f14c9126b12868f97b779716e45ff9fdca5570f79,529008045,186.75,2,,,ACTIVE,NONE,31.0,458c486791cd2b04d9aaa83ad520078d8faab35216260a32cc37e968ee8d850a,2019,529008,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
2019-04-15,8b3a5700d686951a6db69c26c4497a65e95f4501d5560caa764624c8ac235571,522398056,134.46,1,1.0,1.0,ACTIVE,Regularly,38.0,5d9dfa0c8d314257c123ac976df3595e423088277751ef0d4271b52de5f57a41,2019,522398,Vincent,254,Top,Garment Upper body,1010001,All over pattern,1,Other,6,Undefined,14,undefined,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"V-neck top in airy jersey made from recycled polyester. Buttons at the top, 3/4-length sleeves and a rounded hem with slits in the sides. Slightly longer at the back."
2019-04-23,b3828078a3daa23d4eac390d62a328762fe1a958d7700402e40f4521329df194,741308001,138.64,2,1.0,1.0,ACTIVE,Regularly,24.0,fe49e376d5dcc7a80bd35bed2c3e9df0be239c77995e40d7664f0311582c346d,2019,741308,Bolivar espadrille,89,Other shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Slides with a braided jute trim around the soles and thermoplastic rubber (TPR) soles.
2020-05-19,df14a9d52ebf95031fffb77cf2a55cf63b69158bbe23de70579a8390512e5dec,687034024,174.2,1,1.0,1.0,ACTIVE,Regularly,22.0,f1c3f1ab2fb01bc51e201b026c05a47445362b1fea65fd81ba40e773a3e8190b,2020,687034,Desert Top,298,Bikini top,Swimwear,1010016,Solid,42,Red,2,Medium Dusty,4,Pink,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini top with removable inserts, double, narrow, adjustable shoulder straps and no fasteners."
2020-02-11,bd7845bf92e47278e617bd8f56011cf290aa387470c02687c1d3e7a756969d51,788768002,92.63,2,1.0,1.0,ACTIVE,Regularly,65.0,fea3e1363d513800735b7ce0f981dfbd5ad6ee4ea0457851a291dff41273ab5c,2020,788768,Gigi,254,Top,Garment Upper body,1010016,Solid,43,Dark Red,7,Medium,18,Red,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in jersey with a lace yoke at the back, an opening with a covered button at the back of the neck and long sleeves."
2020-03-06,c5117f8dbf3a1f464c33b1e1a945054e4fa84db42651341420e4b9b2fabea337,611415029,134.46,1,1.0,,ACTIVE,Regularly,20.0,8a39a9abdcc4b814d538120a53b203ee756d23e7d8e562a9b9eb451ef182106e,2020,611415,Charlotte Brazilian Aza.Low 2p,286,Underwear bottom,Underwear,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset and high cut at the back."
2019-07-17,178d21f69c3fba31545b8b5e0782aceb973580e210bbf7727d846bf7259f9ec4,747984002,134.46,2,,,ACTIVE,NONE,30.0,1f999e5ff756e2d551dee881f26359853aeee65d7559489e902e5844c3909985,2019,747984,Riviera L/S,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a viscose weave with a draped front, sewn-in ties at one side and an opening with a button at the back of the neck. Long sleeves with a flounce at the cuffs, a seam at the hips and a gently flared lower section."
2020-03-16,b1ffc0f4d4930a0ac2798eef85bbdbf9fe158bef5df4884ed03d2bd6392d1878,715624012,186.75,2,,,ACTIVE,NONE,56.0,bf544ce1693477d3725ea97667bce1fa64c12847a8549235da805da28e38a9ba,2020,715624,Becka hoodie,308,Hoodie,Garment Upper body,1010007,Embroidery,13,Beige,1,Dusty Light,1,Mole,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in soft sweatshirt fabric with a jersey-lined, drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
2020-04-02,155cc4d5f7416079c70ff1ce698c7f9c55ad6f4b697798cfa6641e9c8f3e654e,519583034,134.46,2,,,ACTIVE,NONE,52.0,4368c2c45cc5e9298e00bd7e5269558e2da21d346c8bc6c5a4b0403e47c38656,2020,519583,Skinny R.W Chic,272,Trousers,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs."
2020-08-25,f31fb7ed558b2eae382579e472fd1d06fe55eb124d1c51b6fc3dcb5ba776e5da,852584006,231.51,2,,,ACTIVE,NONE,26.0,7e46333d18d037c7c01b80451d6fbb5315c0fbf22a18c8bf63eb66c6d81767a6,2020,852584,SUPREME RW tights,273,Leggings/Tights,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted, ankle-length sports tights in fast-drying functional fabric. Wide panel to hold in and shape the waist. Concealed key pocket in the waistband."
2018-09-28,035d00a5dfebb2e186ea811f74cc12dfb838c176e35d79e0cfcbc37888535969,677515001,96.81,1,1.0,1.0,ACTIVE,Regularly,25.0,a877bfc0e26f7746d4ec44b512a682b347fa440d70e90cac2303bb9436e6db1e,2018,677515,Class Lourdes necklace RT,77,Necklace,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Necklace of thin metal chains, one of which is decorated with a pendant. Adjustable length 42-50 cm."
2018-11-08,f7f5352bf3189f55ac03f04d1f2354ebce90661450ff4d8705b5a703408b9ea7,673930002,134.46,2,,,ACTIVE,NONE,24.0,6fe6d5d23f68031539ab48c4847b327d28ccd686a6fea54752246dcd8c3a59a9,2018,673930,Banjo deep V J,265,Dress,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, sleeveless dress in glittery jersey with a V-neck and narrow shoulder straps. Unlined."
2019-10-15,e9de1d3c0328923cfbe7d4e66e5582f956100b63c1d3d357bf4bdc215638af55,595773002,134.46,2,1.0,1.0,ACTIVE,Regularly,36.0,7c19c26e6b458eee8bb8c39e2b2b34197797a264ea2882c30138a79159a26819,2019,595773,Big Dot 1p Tights,304,Underwear Tights,Socks & Tights,1010006,Dot,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Spotted tights with an elasticated waist.
2019-11-13,f4a161abc6e1827f15d6537e63c16368f5008cd70d466f5f9344a707f9aa4399,608776002,113.55,1,1.0,1.0,ACTIVE,Regularly,52.0,b4373cd14aa94b8bfa95e87d4b564b22495ac3c9a0909584de2c7fdb0ae5accf,2019,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
2019-07-25,bf460171c8e40bcf6a4ca8272be0855155cced050180f031f3b420c83c793169,372860024,113.55,2,1.0,1.0,ACTIVE,Regularly,50.0,452635c4f8282f810894c89d8ec2ce441f46236d22a9eb5f7bc9153d8a565b06,2019,372860,Basic 7p Shaftless,302,Socks,Socks & Tights,1010010,Melange,6,Light Grey,2,Medium Dusty,12,Grey,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend.
2019-09-27,dd2276686132949fa6a25448f9d613d1bbe1b6c8e530503ffecfcdb6cb4a8c0e,817869001,186.75,2,1.0,1.0,ACTIVE,Regularly,49.0,236c1dc0c6454f64f689f040c75d556c579e263ae899d72c1ffba264aabb4606,2019,817869,Simba Tencel,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Long-sleeved, polo-neck top in soft Tencel™ lyocell jersey."
2019-06-27,40b102cca76dcc346ff96280647c8f575a3436c80fbbf4fcabfd1efcac38b3cb,556677010,312.24,2,,,ACTIVE,NONE,43.0,3ccf37994489b387abe3fd4ccbdaa93426b428ab5aab95dacadb4d96abed2d61,2019,556677,Bartolomeo espadrille,95,Wedge,Shoes,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Wedge-heel sandals with a braided jute trim around the soles. Imitation leather insoles and thermoplastic rubber (TPR) soles. Heel 9 cm.
2020-05-29,ffadfdb0ec40b326b9e4f5c699b87e4a0494d57e8ebe8f04377adb26ef4baadd,776237031,171.06,2,,,ACTIVE,Regularly,44.0,4cecf5c566c1012cfbacb9fdc45263f02bf854ba37d4d1dbdaa122ccfbe213bd,2020,776237,Shake it in Balconette,298,Bikini top,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, padded cups that lift and shape the bust. Silicone trim at the hem, detachable, adjustable shoulder straps, side support and a metal fastener at the back."
2020-03-01,960bd6ced671567258746f2f81b964bab9c13a1dc1f21ba642749c72a8d98d7b,887593001,186.75,2,1.0,1.0,ACTIVE,Regularly,55.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,2020,887593,SPEED Panamera top,254,Top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Top in jersey crêpe. Round neckline with an opening and button at the top, gathered seams at the yoke and shoulders, and short butterfly sleeves."
2019-05-29,241fa9ad29ace16f7d4fea81d45db0c888a9336bbc4fe217b0ef90090ae701b1,614460008,126.1,1,1.0,1.0,ACTIVE,Regularly,25.0,4efd3a4b41b36e9057a43951ba0cc66312d78474812ff46aaa425d5dda568816,2019,614460,CORN CLASSIC TEE,255,T-shirt,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Striped T-shirt in cotton jersey.
2020-06-05,d631249259f14e7d0c193e422382e66307b1ab7cc2ca906ecad47be7897ec58c,796137012,218.12,2,1.0,1.0,ACTIVE,Regularly,25.0,a6d4871755481b97b9a8f5caf929ee1110a05a04d33204b9f48d937190437f72,2020,796137,Railey Top,253,Vest top,Garment Upper body,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in softly draping jersey with a sheen. V-neck with a wide lace trim, and narrow, adjustable shoulder straps."
2019-09-29,c8597cc7b0e674ad0c78ec31cde692215099b62fb4ae654c09324806cf431662,804110002,448.19,2,1.0,1.0,ACTIVE,Regularly,57.0,04da2ebf6fa9b408377cd347b8907037201c5e1e1da0f98190409c8953a9f931,2019,804110,Mia knitted dress,265,Dress,Garment Full body,1010016,Solid,23,Dark Yellow,7,Medium,3,Orange,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Fitted, knee-length dress in a soft, rib-knit viscose blend with a sheen. Turtle neck and long sleeves. Unlined."
2020-01-04,d8bf23578d787e45fd26bc728bd3c2dd9a71fb3732331f3de662255b9428989d,715624001,186.75,2,,,ACTIVE,NONE,24.0,c3a739ab700efbd8062d283ac253f7638c1a8b93aaef151270afb6e188736f06,2020,715624,Becka hoodie,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in soft sweatshirt fabric with a jersey-lined, drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
2018-09-30,777e83e451b221454cfe6d0fade7f2222d66678c857e68d37c58392f66654956,562245042,239.04,1,1.0,1.0,ACTIVE,Regularly,28.0,68e446a3a44e6f581f57bc36453326bd5fcac709165bc421fac48f1daa6bc489,2018,562245,Luna skinny RW,272,Trousers,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
2020-06-02,a074b0d28b51ff1bdfdaa91798a1075009637fd3b3f33344e2dae17b0287d230,848885001,395.9,2,,,ACTIVE,NONE,34.0,e26c6ca9583250b5aad7903f7b02037d3cf5290741333b83bdbe687461668124,2020,848885,DIV Porcupine trench,263,Coat,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Knee-length trenchcoat in a woven modal blend with notch lapels and 3/4-length sleeves with a tab and decorative button at the cuffs. Front pockets, a detachable tie belt at the waist and slits in the sides. Unlined."
2020-08-22,e11035cf7c3c06d7f0cc184031260aa1ab61d5c60bb5f525da4552a12492ab14,714790020,343.61,1,1.0,1.0,ACTIVE,Regularly,24.0,9ddd4f5c89a7f94f7e20f4ae4de68304463a328ed6e1e19b2b12a37ac42bb186,2020,714790,Mom Fit Ultra HW,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch cotton denim with an extra-high waist. Slightly looser fit with straight legs. The cotton content of the jeans is partly recycled."
2019-07-21,d4acfd78441ec71dbc7175359553767c8cdc14f8af89e69248aa83b69f34f33d,212629004,218.12,2,,,ACTIVE,NONE,50.0,9f88d8bb4f09fba1414ff657f3d85f0add2f130f7b2ccad87e8f8d1198b1a40a,2019,212629,Alcazar strap dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
2019-08-09,f4e6cb8fcfefb0883201f7cd24d0d2433753a9da5cd937f15dce68b6b96d1f2f,717464002,76.94,2,1.0,1.0,ACTIVE,Regularly,34.0,93312c5f2a9d7cdfb701f969a55c09de37162b596bd5d455340d66a9a4a0f1a0,2019,717464,Nicky long.,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Longer, fitted top in stretch cotton jersey with adjustable shoulder straps."
2019-02-19,c3c488c8e32b7c5ec0892129cf45043b348552abfd3a295727f7974196d1c4da,633109001,155.38,2,,,PRE-CREATE,NONE,29.0,130789a80bc29d75588a2d8c48a3c60777f683416cded08ace37558002301342,2019,633109,Pistaschio playsuit,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Sleeveless playsuit in a viscose weave with an opening and press-stud at the back of the neck, elasticated seam at the waist, side pockets and short legs. Unlined."
2020-04-04,3c150507a13cda409c7b079d0064ca5329dbf1ea35fb26903f3b6a644098f54f,852374003,197.21,2,,,ACTIVE,NONE,20.0,f1374df376f57e4773480bf1e1cbceaf3ccb695b8146d3a6ae3232eeae0b2bbe,2020,852374,Mac,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in an airy viscose weave. Round neckline with decorative gathers, and an opening with a button at the back of the neck. Wide, elbow-length raglan sleeves. Unlined."
2018-10-16,456e1698c238d958db214d8b4462df41a4e79bf29d3c49c581844e21eae620fe,551336006,239.04,2,,,ACTIVE,NONE,26.0,279d45db7232a4c3fae51e229d83a2d5d0075ddfa3bf671d725e4ee7fa58fe08,2018,551336,Yolo Zip L/S,252,Sweater,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft, rib knit with a stand-up collar, a visible zip at the front and long sleeves."
2019-09-13,2f1b9577c7a16248d52f3bac4a415df8ffab7104afa285ae808d711f91d05646,574109022,186.75,2,,,ACTIVE,NONE,56.0,c0b315ddbce3c72334779cffefe36abd7870a652d0bed7f8e6d376969e3adb24,2019,574109,Rachel LS TVP,252,Sweater,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Fitted top in a fine rib knit with long sleeves and a ribbed neckline.
2018-11-27,0157cebe695531af3ed87c1e0714d144be2a41c23cf80453e2326245b8d76a90,639199001,526.62,2,1.0,1.0,ACTIVE,Regularly,30.0,07589a583ffb56182c141cb6e3ad5bf48e93563d70944a470d0a84c8c216fd43,2018,639199,Torella,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Jacket in woven fabric with notch lapels, a wrapover front with concealed press-studs and a belt with metal rings at the side. Pockets in the side seams. Lined."
2019-04-11,5fe5a84e8770c4f536e3c760d402543455d7610f125a21fe2f322c82d87c7076,568601024,343.61,2,,,ACTIVE,NONE,28.0,aa0f7fc677e07b9f1fb6dbb9a8919fee521b31004d5a98374edc2b3f633e4e0d,2019,568601,Mariette Blazer,264,Blazer,Garment Upper body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Fitted jacket in woven fabric with notch lapels, jetted front pockets, a decorative button at the cuffs and a single back vent. Lined."
2020-05-20,119be1977d454b7410071657e38dbdb6d34af832750ba85e8782e5ee2b231026,573085043,239.04,2,,,ACTIVE,NONE,41.0,98f6734c38bd3be1e1d12113957eecadc54fa83f93b1daab1279e033e69957e2,2020,573085,Madison skinny HW (1),272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs."
2020-07-05,bd0955d6801fda22ccd76da532944b4411c9417b55baf5e3854a89f7fe24e0e5,843872002,134.46,2,1.0,,ACTIVE,Regularly,20.0,e6976a946e48f937834110d5e9da04b261ec6e137f0250c35351b98836921e97,2020,843872,Ursula Top,298,Bikini top,Swimwear,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with removable inserts that shape the bust and provide good support. Adjustable, flounce-trimmed shoulder straps, and ties at the back."
2019-08-04,1aea8d02adfe5e8769349c47295bb5b3d95f4e676b1e77345c85ba55ef343669,763480001,343.61,2,1.0,1.0,ACTIVE,Regularly,56.0,4e7f34792a78311312f52fbddfaadb577fc524b3a70a8c159804b9a1cdfb7b50,2019,763480,Jorah brodey anglai skirt,275,Skirt,Garment Lower body,1010007,Embroidery,9,Black,4,Dark,5,Black,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short skirt in an airy cotton weave with a high, elasticated waist and a wide, scallop-edged broderie anglaise flounce at the hem. Lined."
2019-06-22,550c92ee64c898d8f3a0fd6a19e32659a25fc0da5663f2f04fd1044bc2b787f9,708379003,92.63,2,,,ACTIVE,NONE,35.0,4a5d5f86797de937415cac4d95e9991566e0fe522d6535795283642c23e11d56,2019,708379,Simone,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in ribbed jersey made from an organic cotton blend with a deep neckline, decorative buttons and short sleeves."
2020-02-20,a3ab708684132c6bbd3dad7aa41f9b9c7d1c95d7d5cb1a3a052905191e858566,884067002,218.12,2,,,ACTIVE,NONE,35.0,82e5823d67d2512ae956a6694891190f18de03b6a6d012de9e22369148c02fcb,2020,884067,LUCKY SHIRT,259,Shirt,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in an airy weave with a collar and sewn-in ties at the top. Buttons down the front, a yoke at the back and long sleeves with buttoned cuffs."
2020-08-28,ffd45127a5b6ef339173fa37b114635b3e947be24fd2f36d8675ec3fdfa0e504,789078001,186.75,2,1.0,1.0,ACTIVE,Regularly,37.0,7281767fcd19c9904e62b05a2db33fe2f730fc297f513a3ffd986fa75836f1ec,2020,789078,Saniro Body,256,Bodysuit,Garment Upper body,1010021,Lace,31,Light Orange,1,Dusty Light,3,Orange,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Long-sleeved body in lace with a lined front, round neckline and an opening with a covered button at the back of the neck. Seam with a jersey lower section, a lined gusset, and concealed press-studs at the crotch."
2019-08-09,95d33bc769763ef504835288b6faafb4a41c80d238dc3a43c50a8e6bea402339,736530006,186.75,2,,,ACTIVE,NONE,35.0,5170476e441967a887aacf5dc419fb3bf3472901f6d15bfd085f6e0892b150b8,2019,736530,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
2019-01-21,d68a93aa955a6e5cf101a183e8ed00d547927a06a4869db7b18d8bd3ae0dcea7,751864001,395.9,2,1.0,1.0,ACTIVE,Regularly,58.0,b33ad8e1fc962161ecec94f4b19fa3d4d5c0112dbedf9f625a85b545b157ee8d,2019,751864,Sonnur HW wide,272,Trousers,Garment Lower body,1010001,All over pattern,72,Blue,2,Medium Dusty,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in patterned satin with a high waist, concealed zip and a button at the back, and wide, softly draping legs."
2020-08-24,c176c415166a5b37d4ac791833fc682896f792c5ca11149e9b3f93700dcd4259,547780003,186.75,2,,,ACTIVE,NONE,22.0,908a47bc22f7840a3344cdf5e2443232dbc5e2299a104a9e1f9411c5a43fed57,2020,547780,Basic sweatpants,272,Trousers,Garment Lower body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Trousers in soft sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside."
2019-10-12,7f5cbfc7da1ac3807fefd3e534bb6da58090cf1c35716f206d4225f7b196b85f,803993001,291.33,1,,,ACTIVE,NONE,30.0,8a33a44e0d4663fe75aca50eb53f6c451c577f834eaae74801c832e9b384ece5,2019,803993,Dorsia dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length, straight-cut dress in a softly draping weave with a small stand-up collar and a V-neck with a concealed button at the front. 3/4-length sleeves with a shiny metal button at the cuffs and a detachable tie belt at the waist."
2019-05-28,00aed46474d7f9364c754f479e0d37ea5325abe829e9da94c94309993419cbea,533406025,343.61,1,1.0,1.0,ACTIVE,Regularly,56.0,52e6761e13d9fb54b6772ba9a082a5296dea5c9ba76fe1918c120a77f7a59b01,2019,533406,Frank Tech Pant,272,Trousers,Garment Lower body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Sports joggers in sturdy sweatshirt fabric with an elasticated drawstring waist, taped details and side pockets. Tapered legs with shaping seams at the knees for extra mobility and wide ribbed hems."
2018-09-21,68a39b3a9ce0682c2aa8eacd0f25b95083b70770390c7f4d66bbe73c10a3beea,685687003,134.46,2,,,ACTIVE,NONE,27.0,d0e0db2045f97fadd607e7b20831c6789f20dd039dcc6fa901d67247d166820e,2018,685687,W YODA KNIT OL OFFER,252,Sweater,Garment Upper body,1010010,Melange,52,Pink,7,Medium,4,Pink,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"V-neck knitted jumper with long sleeves and ribbing around the neckline, cuffs and hem."
